RES_ID,RESPONSE,LABEL,DATA_TYPE,DATA_GROUP,BACK_TRANSLATED_RESPONSE,CLEAN_RESPONSE,CORRECTED_RESPONSE,NORMALIZE_RESPONSE
TSA706,tidak bisa mendapat tempat yang seperti mereka inginkan,1,TEST,A,tidak bisa mendapatkan tempat seperti yang mereka inginkan,tidak bisa mendapatkan tempat seperti yang mereka inginkan,tidak bisa mendapatkan tempat seperti yang mereka anginkan,tidak bisa mendapatkan tempat seperti yang mereka anginkan
TSA707,Kedinginan,0,TEST,A,Pembekuan,pembekuan,pembekuan,pembekuan
TSA708,mereka harus menerima takdir dari tuhan karena musibah hanya tuhan yang tahu.,0,TEST,A,Mereka harus menerima takdir dari Tuhan karena bencana yang hanya diketahui Tuhan.,mereka harus menerima takdir dari tuhan karena bencana yang hanya diketahui tuhan,mereka harus menerima takdir dari tuhan karena bencana yang hanya diketahui tuhan,mereka harus menerima takdir dari tuhan karena bencana yang hanya diketahui tuhan
TSA709,"Orang pengungsi akan beradaptasi ulang dengan keadaan iklim, keadaan sosial, keadaan lingkungan, dan keadaan ekonomi di negara baru.",1,TEST,A,"Para pengungsi akan kembali ke iklim, kondisi sosial, kondisi lingkungan, dan kondisi ekonomi di negara -negara baru.",para pengungsi akan kembali ke iklim kondisi sosial kondisi lingkungan dan kondisi ekonomi di negara negara baru,para pengungsi akan kembali ke iklim kondisi sosial kondisi lingkungan dan kondisi ekonomi di negara negara baru,para pengungsi akan kembali ke iklim kondisi sosial kondisi lingkungan dan kondisi ekonomi di negara negara baru
TSA710,"tidak ada pakaian, makananpun hanya donasi, tidak nyaman, kehilangan lahan pertanian.",1,TEST,A,"Tidak ada pakaian, makanan hanyalah sumbangan, tidak nyaman, kehilangan lahan pertanian.",tidak ada pakaian makanan hanyalah sumbangan tidak nyaman kehilangan lahan pertanian,tidak ada pakaian makanan hanyalah sumbangan tidak nyaman kehilangan lahan pertanian,tidak ada pakaian makanan hanyalah sumbangan tidak nyaman kehilangan lahan pertanian
TSA711,tidak mau pergi dari negara asalnya,0,TEST,A,tidak ingin meninggalkan negara asalnya,tidak ingin meninggalkan negara asalnya,tidak ingin meninggalkan negara asalnya,tidak ingin meninggalkan negara asalnya
TSA712,mereka akan menghadapi yamg namanya iklim global pada jaringan karbon dioksida dan virus' tersebut pada area dunia global,1,TEST,A,Mereka akan menghadapi nama iklim global di jaringan karbon dioksida dan virus di wilayah dunia global,mereka akan menghadapi nama iklim global di jaringan karbon dioksida dan virus di wilayah dunia global,mereka akan menghadapi nama iklim global di jaringan karbon dioksida dan virus di wilayah dunia global,mereka akan menghadapi nama iklim global di jaringan karbon dioksida dan virus di wilayah dunia global
TSA713,Supaya mereka lebi nyaman,0,TEST,A,Sehingga mereka lebih nyaman,sehingga mereka lebih nyaman,sehingga mereka lebih nyaman,sehingga mereka lebih nyaman
TSA714,"mereka akan berdaptasi lagi dengan tempat yang mereka tinggal, baik di lingkungan maupun iklimnya.",1,TEST,A,"Mereka akan berada di urutan ke -9 dengan tempat mereka tinggal, baik di lingkungan maupun iklim.",mereka akan berada di urutan ke  dengan tempat mereka tinggal baik di lingkungan maupun iklim,mereka akan berada di urutan ke dengan tempat mereka tinggal baik di lingkungan maupun iklim,mereka akan berada di urutan ke dengan tempat mereka tinggal baik di lingkungan maupun iklim
TSA715,iya,0,TEST,A,Ya,ya,ya,ya
TSA716,mungkin akan lebih nyamannya hidup d tempat baru.,0,TEST,A,Mungkin akan lebih nyaman tinggal di tempat baru.,mungkin akan lebih nyaman tinggal di tempat baru,mungkin akan lebih nyaman tinggal di tempat baru,mungkin akan lebih nyaman tinggal di tempat baru
TSA717,ORANG-ORANG YANG NENINGL KAN KOMUNITAS,0,TEST,A,Orang yang meninggalkan komunitas,orang yang meninggalkan komunitas,orang yang meninggalkan komunitas,orang yang meninggalkan komunitas
TSA718,mereka akan kehilangan beberapa harta benda mereka seperti lahan pertanian dan rumah-rumah merekan,1,TEST,A,Mereka akan kehilangan sebagian properti mereka seperti lahan pertanian dan rumah,mereka akan kehilangan sebagian properti mereka seperti lahan pertanian dan rumah,mereka akan kehilangan sebagian properti mereka seperti lahan pertanian dan rumah,mereka akan kehilangan sebagian properti mereka seperti lahan pertanian dan rumah
TSA719,mungkin dengan lingkungannya yang baru pada awalnya merekan belum bisa beradaptasi dengan lingkungannya yang baru tapi lama kelamaan akan mudah berbaur dengan lingkungannya yang baru.Dan ada sedikit rasa kegelisah didiri merekan akan bagaimana mereka mendapatkan makan untuk anak anak mereka.,1,TEST,A,Mungkin dengan lingkungan baru pada awalnya mereka tidak dapat beradaptasi dengan lingkungan baru tetapi seiring waktu akan mudah untuk bergaul dengan lingkungan baru.Dan ada sedikit rasa tidak setuju dalam sikap bagaimana mereka mendapatkan makanan untuk anak -anak mereka.,mungkin dengan lingkungan baru pada awalnya mereka tidak dapat beradaptasi dengan lingkungan baru tetapi seiring waktu akan mudah untuk bergaul dengan lingkungan barudan ada sedikit rasa tidak setuju dalam sikap bagaimana mereka mendapatkan makanan untuk anak anak mereka,mungkin dengan lingkungan baru pada asalnya mereka tidak dapat beradaptasi dengan lingkungan baru tetapi seiring waktu akan mudah untuk bergaul dengan lingkungan baruan ada sedikit rasa tidak setuju dalam sikap bagaimana mereka mendapatkan makanan untuk anak anak mereka,mungkin dengan lingkungan baru pada asalnya mereka tidak dapat beradaptasi dengan lingkungan baru tetapi seiring waktu akan mudah untuk bergaul dengan lingkungan baruan ada sedikit rasa tidak setuju dalam sikap bagaimana mereka mendapatkan makanan untuk anak anak mereka
TSA720,terjadinya peningkatan masyarakat pada suatu negara yg akan ditempati oleh pengungsi,0,TEST,A,Peningkatan masyarakat di negara yang akan diduduki oleh para pengungsi,peningkatan masyarakat di negara yang akan diduduki oleh para pengungsi,peningkatan masyarakat di negara yang akan disuruki oleh para pengungsi,peningkatan masyarakat di negara yang akan disuruki oleh para pengungsi
TSA721,Harus menyesuaikan diri dan mempelajari budaya itu sendiri,1,TEST,A,Harus menyesuaikan dan mempelajari budaya itu sendiri,harus menyesuaikan dan mempelajari budaya itu sendiri,harus menyesuaikan dan mempelajari budaya itu sendiri,harus menyesuaikan dan mempelajari budaya itu sendiri
TSA722,tantangannya dia harus hidup tidak seperti di tempatnya,1,TEST,A,Tantangan yang harus dia jalani tidak seperti di tempatnya,tantangan yang harus dia jalani tidak seperti di tempatnya,tantangan yang harus dia jalan tidak seperti di tempatnya,tantangan yang harus dia jalan tidak seperti di tempatnya
TSA723,malu karena mengungsi ke tempat baru atau ke negara lain,0,TEST,A,Malu karena mengevakuasi ke tempat -tempat baru atau ke negara lain,malu karena mengevakuasi ke tempat tempat baru atau ke negara lain,malu karena mengevakuasi ke tempat tempat baru atau ke negara lain,malu karena mengevakuasi ke tempat tempat baru atau ke negara lain
TSA724,pengungsi iklim yang terpaksa meninggalkan komunitas,1,TEST,A,pengungsi iklim yang terpaksa meninggalkan masyarakat,pengungsi iklim yang terpaksa meninggalkan masyarakat,pengungsi iklim yang terpaksa meninggalkan masyarakat,pengungsi iklim yang terpaksa meninggalkan masyarakat
TSA725,Meninggalkan barang berharganya,0,TEST,A,Tinggalkan barang berharga,tinggalkan barang berharga,tinggalkan barang berharga,tinggalkan barang berharga
TSA726,akan bertemu sesuatu yang baru,1,TEST,A,akan bertemu sesuatu yang baru,akan bertemu sesuatu yang baru,akan bertemu sesuatu yang baru,akan bertemu sesuatu yang baru
TSA727,tidak senyaman tempat yang biasa ditempati.,1,TEST,A,Tidak senyaman tempat yang biasa ditempati.,tidak senyaman tempat yang biasa ditempati,tidak senyuman tempat yang biasa ditempati,tidak senyuman tempat yang biasa ditempati
TSA728,mereka harus beradaptasi dengan lingkungan baru,1,TEST,A,Mereka harus beradaptasi dengan lingkungan baru,mereka harus beradaptasi dengan lingkungan baru,mereka harus beradaptasi dengan lingkungan baru,mereka harus beradaptasi dengan lingkungan baru
TSA729,kehilangan tempat tinggal yang lama,1,TEST,A,kehilangan tempat tinggal yang panjang,kehilangan tempat tinggal yang panjang,kehilangan tempat tinggal yang panjang,kehilangan tempat tinggal yang panjang
TSA730,Memikirkan lahan mereka yang sedang terkena bencana.,0,TEST,A,Memikirkan tanah mereka yang dipengaruhi oleh bencana.,memikirkan tanah mereka yang dipengaruhi oleh bencana,memikirkan tanah mereka yang dipengaruhi oleh bencana,memikirkan tanah mereka yang dipengaruhi oleh bencana
TSA731,"tantangannya karena terpaksa meninggalkan negaranya yang sudah ia lama tinggali,tanah air tercinta",0,TEST,A,"Tantangannya adalah karena dia terpaksa meninggalkan negaranya yang telah lama dia tinggali, tanah air kesayangannya",tantangannya adalah karena dia terpaksa meninggalkan negaranya yang telah lama dia tinggali tanah air kesayangannya,tantangannya adalah karena dia terpaksa meninggalkan segaramnya yang telah lama dia tinggal tanah air kesayangannya,tantangannya adalah karena dia terpaksa meninggalkan segaramnya yang telah lama dia tinggal tanah air kesayangannya
TSA732,karna harus meninggalkan tempat tinggal mereka,1,TEST,A,Karena mereka harus meninggalkan tempat tinggal mereka,karena mereka harus meninggalkan tempat tinggal mereka,karena mereka harus meninggalkan tempat tinggal mereka,karena mereka harus meninggalkan tempat tinggal mereka
TSA733,akan merasakan perbedaan dari tubuh kita,0,TEST,A,akan merasakan perbedaan dari tubuh kita,akan merasakan perbedaan dari tubuh kita,akan merasakan perbedaan dari tubuh kita,akan merasakan perbedaan dari tubuh kita
TSA734,beradaptasi,1,TEST,A,menyesuaikan,menyesuaikan,menyesuaikan,menyesuaikan
TSA735,"meskipun warga travina bisa pindah kedaratan yang tinggi ketika permukaan air laut naik,mereka akan kehilangan sebagiana besar lahan pertanian mereka.",1,TEST,A,"Meskipun penduduk Travina dapat pindah ke tanah tinggi ketika permukaan laut naik, mereka akan kehilangan lahan pertanian besar mereka.",meskipun penduduk travina dapat pindah ke tanah tinggi ketika permukaan laut naik mereka akan kehilangan lahan pertanian besar mereka,meskipun penduduk trivia dapat pindah ke tanah tinggi ketika permukaan laut naik mereka akan kehilangan lahan pertanian besar mereka,meskipun penduduk trivia dapat pindah ke tanah tinggi ketika permukaan laut naik mereka akan kehilangan lahan pertanian besar mereka
TSA736,belum mengenal warga di tempat baru pengungsi iklim,1,TEST,A,tidak mengenal penduduk di tempat baru pengungsi iklim,tidak mengenal penduduk di tempat baru pengungsi iklim,tidak mengenal penduduk di tempat baru pengungsi iklim,tidak mengenal penduduk di tempat baru pengungsi iklim
TSA737,mereka akan beradaptasi dengan suasana baru,1,TEST,A,Mereka akan beradaptasi dengan suasana baru,mereka akan beradaptasi dengan suasana baru,mereka akan beradaptasi dengan suasana baru,mereka akan beradaptasi dengan suasana baru
TSA738,akan adanya iklim yang akan mempengaruhi kehidupan wrga di travina sahingga akan terjadi ketidak yamanan.,1,TEST,A,Keberadaan iklim yang akan mempengaruhi kehidupan warga di Travina Singga akan belum selesai.,keberadaan iklim yang akan mempengaruhi kehidupan warga di travina singga akan belum selesai,keberadaan iklim yang akan mempengaruhi kehidupan warga di trivia singga akan belum selesai,keberadaan iklim yang akan mempengaruhi kehidupan warga di trivia singga akan belum selesai
TSA739,mereka akan merasa tidak nyaman di tempat baru tersebut,1,TEST,A,Mereka akan merasa tidak nyaman di tempat baru itu,mereka akan merasa tidak nyaman di tempat baru itu,mereka akan merasa tidak nyaman di tempat baru itu,mereka akan merasa tidak nyaman di tempat baru itu
TSA740,"salah satunya mereka harus bisa beradaptasi dengan lingkungan baru mereka, mendirikan permikiman baru, mencari perkerjaqan baru, dan masih banyak lagi",1,TEST,A,"Salah satunya, mereka harus dapat beradaptasi dengan lingkungan baru mereka, mendirikan Permikiman baru, mencari pekerjaan baru, dan banyak lagi",salah satunya mereka harus dapat beradaptasi dengan lingkungan baru mereka mendirikan permikiman baru mencari pekerjaan baru dan banyak lagi,salah satunya mereka harus dapat beradaptasi dengan lingkungan baru mereka mendirikan permukiman baru mencari pekerjaan baru dan banyak lagi,salah satunya mereka harus dapat beradaptasi dengan lingkungan baru mereka mendirikan permukiman baru mencari pekerjaan baru dan banyak lagi
TSA741,"iklim yang baru,suasana yang baru dan tempat yang baru",1,TEST,A,"Iklim baru, suasana baru dan tempat baru",iklim baru suasana baru dan tempat baru,iklim baru suasana baru dan tempat baru,iklim baru suasana baru dan tempat baru
TSA742,Perlu adaptasi,1,TEST,A,Butuh adaptasi,butuh adaptasi,butuh adaptasi,butuh adaptasi
TSA743,Mereka akan kehilangan jati diri sebagai warga di Travina dan terpaksa meninggalkan komunitas yang sudah lama mereka bentuk. Oleh karena itu mereka dituntut u ntuk menyesuaikan diri dengan lingkungan barunya,1,TEST,A,Mereka akan kehilangan identitas mereka sebagai warga negara di Travina dan dipaksa meninggalkan masyarakat yang telah lama mereka terbentuk. Oleh karena itu mereka diharuskan menyesuaikan diri dengan lingkungan baru mereka,mereka akan kehilangan identitas mereka sebagai warga negara di travina dan dipaksa meninggalkan masyarakat yang telah lama mereka terbentuk oleh karena itu mereka diharuskan menyesuaikan diri dengan lingkungan baru mereka,mereka akan kehilangan identitas mereka sebagai warga negara di trivia dan paksa meninggalkan masyarakat yang telah lama mereka terbentuk oleh karena itu mereka dihapuskan menyesuaikan diri dengan lingkungan baru mereka,mereka akan kehilangan identitas mereka sebagai warga negara di trivia dan paksa meninggalkan masyarakat yang telah lama mereka terbentuk oleh karena itu mereka dihapuskan menyesuaikan diri dengan lingkungan baru mereka
TSA744,Kurang terbiasa dengan iklim yang baru dan mungkin kurang betah atau tidak nyaman.,1,TEST,A,Tidak terbiasa dengan iklim baru dan mungkin kurang nyaman atau tidak nyaman.,tidak terbiasa dengan iklim baru dan mungkin kurang nyaman atau tidak nyaman,tidak terbiasa dengan iklim baru dan mungkin kurang nyaman atau tidak nyaman,tidak terbiasa dengan iklim baru dan mungkin kurang nyaman atau tidak nyaman
TSA745,mereka harus sabar medngadapi masalahnya,0,TEST,A,Mereka harus bersabar dengan masalahnya,mereka harus bersabar dengan masalahnya,mereka harus bersabar dengan masalahnya,mereka harus bersabar dengan masalahnya
TSA746,mereka harus dapat bersosialisai untuk pertama kali dan harus dan menyesuaikan diri terhadap lingkungan baru,1,TEST,A,Mereka harus dapat bersosialisasi untuk pertama kalinya dan harus dan menyesuaikan diri dengan lingkungan baru,mereka harus dapat bersosialisasi untuk pertama kalinya dan harus dan menyesuaikan diri dengan lingkungan baru,mereka harus dapat bersosialisasi untuk pertama talinya dan harus dan menyesuaikan diri dengan lingkungan baru,mereka harus dapat bersosialisasi untuk pertama talinya dan harus dan menyesuaikan diri dengan lingkungan baru
TSA747,merasa tidak nyaman di tempat penggungsian,1,TEST,A,merasa tidak nyaman di tempat pengungsi,merasa tidak nyaman di tempat pengungsi,merasa tidak nyaman di tempat pengungsi,merasa tidak nyaman di tempat pengungsi
TSA748,beda suasana,1,TEST,A,suasana yang berbeda,suasana yang berbeda,suasana yang berbeda,suasana yang berbeda
TSA749,banjir,0,TEST,A,banjir,banjir,banjir,banjir
TSA750,harus memulai perekonomian yang baru,1,TEST,A,harus memulai ekonomi baru,harus memulai ekonomi baru,harus memulai ekonomi baru,harus memulai ekonomi baru
TSA751,tantangan yang akan mereka terima adalah memulai kehidupan baru lagi dari 0 di tempat yang baru,1,TEST,A,Tantangan yang akan mereka terima adalah memulai kehidupan baru dari 0 di tempat baru,tantangan yang akan mereka terima adalah memulai kehidupan baru dari  di tempat baru,tantangan yang akan mereka terima adalah memulai kehidupan baru dari di tempat baru,tantangan yang akan mereka terima adalah memulai kehidupan baru dari di tempat baru
